Graph Size,Density,Dijkstra Basic Form List,Dijkstra Basic Form Matrix,Dijkstra Binary Heap List,Dijkstra Binary Heap Matrix,Dijkstra Balanced BST List,Dijkstra Balanced BST Matrix
500,0.0991904,0.000526291,0.00539196,0.000497167,0.00170392,0.000605,0.00124417
500,0.100762,0.000548625,0.00655375,0.00059825,0.00178058,0.000549667,0.00123062
500,0.0999439,0.000446125,0.00506383,0.000447542,0.00137237,0.000476667,0.00109808
500,0.100265,0.000463042,0.00515254,0.000455958,0.00140483,0.000481375,0.00117308
500,0.10117,0.000471417,0.00524679,0.00048175,0.00142617,0.000507125,0.00111421
500,0.100008,0.000458541,0.00530371,0.000477542,0.00142783,0.000485875,0.001102
500,0.101218,0.000439417,0.00500258,0.000446917,0.00137475,0.000478208,0.00105808
500,0.101098,0.000455,0.00513196,0.000480416,0.00139671,0.00048,0.00106933
500,0.101491,0.000503458,0.00555233,0.000496542,0.00148337,0.000522208,0.00112796
500,0.0999279,0.000447333,0.00504746,0.000449125,0.00137542,0.0004745,0.00105579
500,0.100577,0.000478875,0.00529658,0.000470583,0.0014515,0.000494625,0.00111958
500,0.100449,0.000457209,0.00489054,0.000465083,0.00150767,0.000516375,0.00109671
500,0.0997675,0.000454708,0.00500071,0.0004635,0.001435,0.000477125,0.00106763
500,0.100802,0.000477667,0.00520342,0.000456542,0.00147738,0.000504084,0.00111142
500,0.100401,0.000460583,0.00490633,0.00045,0.00147225,0.000477334,0.00106554
500,0.100729,0.000462542,0.00502525,0.000460667,0.00138096,0.000547833,0.00110496
500,0.100721,0.000458209,0.00500954,0.000456042,0.00150329,0.00054575,0.00108275
500,0.0992144,0.000476875,0.00512621,0.000463583,0.00145542,0.000504,0.001185
500,0.10081,0.00058575,0.00522004,0.000486125,0.00150342,0.000518583,0.00117775
500,0.101595,0.000469792,0.00511287,0.000451042,0.00136158,0.000482042,0.00109017
500,0.100048,0.000469375,0.005026,0.000468208,0.00141121,0.000491667,0.00113083
500,0.0999359,0.000462834,0.00516433,0.000466291,0.00142354,0.000493375,0.00107767
500,0.0991984,0.000462042,0.00502017,0.000462625,0.00141013,0.000488875,0.00108333
500,0.100417,0.000414709,0.004574,0.000410208,0.001263,0.0004445,0.00102246
500,0.100152,0.000448375,0.00501558,0.000443917,0.00134546,0.000476625,0.00108146
500,0.0993347,0.000458667,0.00496842,0.000459084,0.00138004,0.000479334,0.00107096
500,0.101972,0.000461333,0.00502367,0.000464292,0.00139258,0.000498208,0.00107825
500,0.100184,0.000481375,0.00516937,0.000491958,0.00147071,0.000510416,0.00113121
500,0.101307,0.000469792,0.00493458,0.000493542,0.00144696,0.00048825,0.00108408
500,0.100778,0.000458833,0.00487829,0.000476583,0.00141762,0.000484958,0.00107654
500,0.0998076,0.000458792,0.00496975,0.000453667,0.00146617,0.000499459,0.00111029
500,0.100441,0.000443125,0.00487638,0.000436792,0.00140937,0.00047475,0.00106596
500,0.0984208,0.000453125,0.005098,0.000441792,0.0013455,0.000507833,0.00117325
500,0.100072,0.000467083,0.00503429,0.000452875,0.00138292,0.000478583,0.00116479
500,0.101579,0.00054275,0.00516321,0.000468833,0.00142237,0.000499959,0.00119854
500,0.0998317,0.000485625,0.005121,0.000519917,0.00143254,0.000498583,0.00117583
500,0.0991583,0.000459583,0.0047855,0.000441208,0.00134008,0.000472834,0.00106067
500,0.10016,0.0004215,0.00474712,0.000418,0.00127767,0.000440833,0.000989541
500,0.0992545,0.000495959,0.00532917,0.000491958,0.00149554,0.000525583,0.001127
500,0.0987816,0.00048075,0.00533325,0.000489083,0.00146425,0.000510125,0.00114967
500,0.101363,0.000457625,0.00511508,0.000462167,0.00138254,0.000492083,0.00108813
500,0.0996473,0.000412125,0.00481483,0.000422875,0.00130883,0.000442708,0.00101029
500,0.101996,0.000467083,0.00520479,0.000469583,0.00147688,0.000495458,0.00109996
500,0.0986934,0.000451625,0.00520437,0.000469,0.00138475,0.000483958,0.00109971
500,0.100353,0.000457417,0.00522175,0.000464833,0.00143579,0.000489291,0.00109462
500,0.0985571,0.000441042,0.00494175,0.000442,0.00136008,0.000472417,0.00106854
500,0.100577,0.000477,0.00511867,0.000468833,0.00137729,0.000488417,0.00110921
500,0.100329,0.00048875,0.00522063,0.000498834,0.00151838,0.000528291,0.00113221
500,0.0993347,0.000517833,0.00521129,0.00048175,0.00145912,0.000512625,0.00114783
500,0.100762,0.000491916,0.00516871,0.000479667,0.00148175,0.000509708,0.00115329
500,0.10109,0.00048675,0.005119,0.000474875,0.001377,0.00047725,0.00111637
500,0.101218,0.000436292,0.00477667,0.000438708,0.00133121,0.000456167,0.00103687
500,0.0997996,0.0004545,0.0049205,0.000443,0.00137204,0.00048,0.00109038
500,0.100842,0.000454833,0.00504946,0.000459291,0.00138242,0.00049575,0.00109362
500,0.100088,0.000471625,0.00521192,0.00048275,0.00142758,0.000551917,0.00110008
500,0.0995511,0.00056925,0.00591208,0.00053425,0.00149679,0.000507709,0.00109312
500,0.100425,0.000836958,0.00672204,0.000501958,0.00204187,0.00114667,0.001983
500,0.101114,0.000611917,0.00660879,0.00059375,0.00184171,0.000719666,0.00151163
500,0.0993908,0.000664291,0.00688183,0.000593084,0.00188363,0.000750042,0.00151596
500,0.0989579,0.000662083,0.00694421,0.000623167,0.00169558,0.000824333,0.00162446
500,0.0993186,0.000537167,0.00673204,0.000530334,0.00151483,0.000521583,0.00135012
500,0.0985892,0.000569042,0.00524104,0.000443875,0.00137396,0.000543625,0.00127404
500,0.100465,0.000519333,0.005658,0.000444542,0.00151996,0.000588542,0.00134437
500,0.100874,0.0005155,0.00534183,0.000500667,0.00164238,0.000512542,0.00127779
500,0.100249,0.000484584,0.00545529,0.000597333,0.00148508,0.000513542,0.00123154
500,0.0997595,0.000441417,0.00474762,0.000441125,0.00149696,0.000462334,0.001055
500,0.0991824,0.000455541,0.00515992,0.000449583,0.00137883,0.000505459,0.00116808
500,0.0993587,0.000487625,0.00515888,0.00046275,0.00139113,0.000495208,0.00111654
500,0.100449,0.000477334,0.00523525,0.000481083,0.00142504,0.000505708,0.00113287
500,0.1021,0.000405375,0.00491513,0.000405875,0.00147158,0.000450167,0.00100996
500,0.0995591,0.000505333,0.00538979,0.000476292,0.00149304,0.000522,0.00110562
500,0.0996232,0.000534417,0.00525708,0.00045525,0.00152813,0.000503416,0.00116933
500,0.0996553,0.000493125,0.00506825,0.000473458,0.00157971,0.000500042,0.00112008
500,0.100257,0.000441042,0.00492308,0.000451458,0.00133325,0.000467167,0.00105971
500,0.0997675,0.000458042,0.00504842,0.000461542,0.00138229,0.000483375,0.00110867
500,0.0999279,0.00050975,0.00543358,0.000493,0.00149692,0.000531792,0.00118696
500,0.100633,0.000461875,0.00503233,0.000455292,0.00139083,0.000480292,0.00111212
500,0.100842,0.000444417,0.00501246,0.000455708,0.00144921,0.000510958,0.00109829
500,0.0997194,0.00047225,0.00487871,0.000448625,0.00135129,0.000486542,0.00108537
500,0.0996313,0.000434208,0.00520475,0.000462084,0.00146913,0.00050075,0.00112317
500,0.0998477,0.000478,0.00542242,0.00043575,0.00139617,0.000465709,0.00106608
500,0.0994148,0.000451959,0.00481258,0.000478833,0.00136337,0.000507458,0.00103175
500,0.0996954,0.000478292,0.00531854,0.000494791,0.00148408,0.0005035,0.00110271
500,0.100705,0.000446084,0.00481879,0.000453458,0.00136842,0.000494125,0.001075
500,0.0993908,0.000438958,0.00486125,0.00042325,0.00137358,0.000459292,0.00103196
500,0.0992305,0.000496834,0.00528617,0.000494542,0.00150458,0.000519292,0.001145
500,0.0986052,0.000448875,0.00487833,0.00045075,0.00137667,0.000474417,0.00106046
500,0.100585,0.000465375,0.00513658,0.000466666,0.00140875,0.000494125,0.0011145
500,0.100633,0.000453334,0.00511112,0.000562542,0.00155283,0.000503042,0.00119812
500,0.1002,0.000521916,0.00496496,0.000490875,0.00150433,0.000469208,0.00110029
500,0.100906,0.000403083,0.00472633,0.000472292,0.00140933,0.000486042,0.0010655
600,0.0992098,0.000630083,0.00706675,0.000620542,0.00212604,0.000678334,0.00158379
600,0.0997051,0.000632875,0.00776121,0.000706042,0.00221583,0.000693333,0.00154408
600,0.100857,0.000621667,0.00760092,0.000621958,0.00214479,0.00064725,0.00163696
600,0.0986088,0.000612042,0.00748746,0.000580958,0.002053,0.000657583,0.00159821
600,0.0995214,0.000665667,0.007671,0.000638125,0.0021365,0.000643833,0.00153192
600,0.100523,0.000665334,0.00736288,0.000652583,0.00214608,0.000666875,0.00155746
600,0.0996272,0.000567208,0.00690442,0.000568833,0.00188213,0.000602125,0.00145254
600,0.0996605,0.000629875,0.0075555,0.000627583,0.0021265,0.000656375,0.00156421
600,0.10074,0.00058675,0.00732367,0.000582334,0.00195513,0.000611375,0.00155183
600,0.0998498,0.00058925,0.00720054,0.000588417,0.00197046,0.000656125,0.00151742
600,0.0999555,0.000627917,0.00767954,0.000587667,0.00197571,0.000672625,0.00164158
600,0.10025,0.000603041,0.00752379,0.000616875,0.00216312,0.000662916,0.00166804
600,0.0991875,0.000662708,0.00803183,0.000673,0.00221925,0.000727375,0.00169521
600,0.100217,0.000675083,0.00795525,0.000660791,0.00217762,0.000642792,0.00153892
600,0.10118,0.000615959,0.00776567,0.000637917,0.00194513,0.000607,0.00152417
600,0.100306,0.000616083,0.00772704,0.000641708,0.00207475,0.000685416,0.00148996
600,0.0999722,0.000625792,0.00731396,0.000676333,0.00226979,0.00067825,0.00162546
600,0.100462,0.000636166,0.00798612,0.00066275,0.00223033,0.000665541,0.00161183
600,0.0991374,0.000706125,0.00766821,0.000671208,0.00211142,0.000656667,0.00153896
600,0.099399,0.000569833,0.00682592,0.000565583,0.00190138,0.000591125,0.00143083
600,0.100462,0.00063425,0.00735525,0.000632708,0.00207996,0.000653791,0.00152896
600,0.0998776,0.000599042,0.00715412,0.000600292,0.00199137,0.000630167,0.0015325
600,0.100351,0.000627833,0.00758179,0.000626791,0.00207229,0.000672167,0.00157713
600,0.0998498,0.000581709,0.00721563,0.000583625,0.00195396,0.000625458,0.00148179
600,0.0999499,0.000551417,0.00693721,0.000550709,0.00183087,0.000595291,0.00145738
600,0.0998331,0.000620833,0.00739413,0.000625208,0.00207479,0.000675125,0.00156
600,0.100345,0.000594459,0.00727292,0.000596041,0.00200887,0.000629667,0.00153588
600,0.101297,0.000627,0.00754408,0.000608,0.00201004,0.000624375,0.001468
600,0.100723,0.000568042,0.00708667,0.000570708,0.0018755,0.000610709,0.00141892
600,0.100178,0.000582583,0.00697321,0.000584959,0.00193867,0.000617459,0.00147475
600,0.100696,0.000614125,0.00746462,0.000610708,0.00201758,0.000634458,0.00152804
600,0.0998943,0.000547375,0.00692571,0.000542583,0.001799,0.000587125,0.00141
600,0.100206,0.000621042,0.00704037,0.000582292,0.00194158,0.000604625,0.00148621
600,0.0991541,0.000558166,0.00657254,0.000561625,0.00189654,0.000588583,0.00140329
600,0.101636,0.000605709,0.00707383,0.00060325,0.00199325,0.0006215,0.00149008
600,0.09798,0.000632042,0.00741475,0.000631125,0.00209788,0.000683041,0.00153688
600,0.0994658,0.000556041,0.00673875,0.00055425,0.00185621,0.000582959,0.00144921
600,0.098709,0.000583667,0.00708967,0.000585333,0.00195479,0.000640583,0.00149787
600,0.0986366,0.000552708,0.00685233,0.00056225,0.00183825,0.000588,0.00144633
600,0.099527,0.000591791,0.00686254,0.000602625,0.00196808,0.000623416,0.00161292
600,0.100139,0.000586917,0.00728008,0.000585416,0.00205992,0.0006155,0.00148387
600,0.100039,0.000666875,0.00695496,0.000569125,0.00190967,0.000605833,0.00147208
600,0.0992487,0.000513125,0.00655746,0.00051575,0.00174812,0.000565084,0.00140925
600,0.0989705,0.000611792,0.00732829,0.000615542,0.00202296,0.000632167,0.00149383
600,0.0993879,0.000632917,0.00766525,0.000632292,0.00210492,0.000651916,0.00157508
600,0.100406,0.00068175,0.00772104,0.000644917,0.00214313,0.000681625,0.00159879
600,0.100378,0.0005855,0.00717412,0.000583125,0.00193542,0.00061375,0.00148683
600,0.0993767,0.0005835,0.00708033,0.000583458,0.00196417,0.000608958,0.00150946
600,0.100295,0.0006015,0.00703158,0.000606417,0.00203271,0.00062975,0.00153158
600,0.100963,0.000648375,0.0077655,0.000668917,0.00213946,0.000672792,0.001607
600,0.0995826,0.000606,0.00725033,0.000603667,0.001994,0.00063075,0.00150517
600,0.0992154,0.000615708,0.00720579,0.000619958,0.00199796,0.000643125,0.00153762
600,0.0982137,0.000619334,0.00736946,0.000641375,0.00205937,0.000638583,0.00154254
600,0.10005,0.000642208,0.00765383,0.000644667,0.00211962,0.00065875,0.00160021
600,0.0992654,0.000611166,0.00726433,0.000596708,0.00200679,0.000624125,0.00148092
600,0.100935,0.000622875,0.00751312,0.000620666,0.00211854,0.000642583,0.00154179
600,0.0993155,0.000636542,0.00773562,0.0006215,0.00208904,0.000665417,0.00155317
600,0.0999332,0.000596083,0.00728567,0.000577792,0.00192258,0.000611625,0.00147542
600,0.100662,0.000597417,0.00716592,0.000594625,0.00202583,0.0006205,0.00149679
600,0.100473,0.000597917,0.00719988,0.000594167,0.00197308,0.000635459,0.00149246
600,0.099744,0.000594083,0.00721879,0.000597125,0.00196458,0.000622,0.00150808
600,0.0995381,0.000559083,0.00682129,0.000566291,0.00191125,0.000591959,0.00144529
600,0.0990484,0.000588334,0.00719733,0.000591917,0.00195029,0.000623875,0.00151237
600,0.0996272,0.000573291,0.006971,0.000562875,0.00187062,0.000593292,0.00141183
600,0.1001,0.000538333,0.006769,0.000540625,0.0018025,0.00057475,0.00141492
600,0.0999054,0.000617125,0.00756829,0.000617125,0.00203379,0.000639375,0.00156446
600,0.101063,0.000624541,0.00755192,0.000623334,0.00208296,0.000646083,0.00156142
600,0.0991764,0.000558292,0.00682475,0.000558292,0.0018855,0.000599334,0.00147783
600,0.0996105,0.000611959,0.00733075,0.00061425,0.00203254,0.000636083,0.00150496
600,0.100679,0.000591583,0.00700288,0.000595416,0.00197054,0.000624166,0.00146583
600,0.10079,0.000599542,0.00768975,0.000606292,0.00198683,0.000620959,0.00152412
600,0.101124,0.000580208,0.00722733,0.000581375,0.00204779,0.000621542,0.00150846
600,0.0990595,0.000670625,0.00759583,0.000598875,0.002048,0.000636042,0.00164
600,0.101247,0.000597166,0.00773646,0.000667542,0.00214229,0.000690042,0.00158446
600,0.099527,0.000656584,0.00793429,0.000617916,0.00216642,0.000686167,0.00162096
600,0.0988703,0.000622,0.00792821,0.000681334,0.00217696,0.000703916,0.00159567
600,0.100518,0.000597,0.00714254,0.000582291,0.00194254,0.000654959,0.00147967
600,0.100818,0.000614584,0.00696783,0.000585958,0.00189513,0.000619834,0.00167321
600,0.100451,0.000666875,0.00794483,0.000679625,0.00231954,0.000728625,0.00153379
600,0.0989093,0.00056575,0.006875,0.000562584,0.00187446,0.000594958,0.00145696
600,0.0990262,0.00062125,0.00754067,0.000667459,0.00219308,0.00069,0.00160108
600,0.100679,0.000613708,0.00760979,0.000656375,0.00207579,0.000671333,0.00161271
600,0.0986923,0.000657125,0.00786617,0.000643,0.00200663,0.00063775,0.00156617
600,0.0988648,0.000656041,0.00777808,0.000688417,0.00222892,0.000730625,0.00161192
600,0.0993434,0.000609833,0.00746975,0.000637791,0.00210733,0.000654666,0.00153742
600,0.100707,0.000618083,0.00747296,0.000604084,0.00209829,0.000646792,0.00162396
600,0.0986644,0.000594625,0.00748587,0.000590375,0.00200271,0.000616375,0.00147963
600,0.10084,0.000548125,0.00681883,0.000550459,0.00186621,0.000579125,0.00142754
600,0.10084,0.000590041,0.00696558,0.000591666,0.00195979,0.000637167,0.00154104
600,0.0989482,0.000609459,0.00738958,0.000607542,0.00202096,0.000632333,0.00151637
600,0.0985086,0.000637958,0.007262,0.000594959,0.00198054,0.000626833,0.00152408
600,0.0995604,0.000658667,0.00766733,0.000659167,0.00215767,0.00066775,0.00158842
600,0.100028,0.000597875,0.00757108,0.000598459,0.00196529,0.000616833,0.00152271
600,0.101185,0.0006155,0.00742592,0.00062125,0.00204942,0.000646625,0.00155154
600,0.100339,0.000607542,0.00733529,0.000609208,0.00202033,0.000630208,0.00157029
600,0.100907,0.000602209,0.00724908,0.000604458,0.00200912,0.000627041,0.00150638
600,0.0994213,0.000589667,0.00709133,0.000587959,0.00195875,0.000610833,0.00147071
600,0.0990985,0.000647875,0.00741525,0.000616875,0.00206008,0.000644,0.00155621
600,0.100039,0.0005685,0.00694912,0.000574292,0.00189921,0.000596125,0.00144317
600,0.099488,0.000565625,0.00718833,0.000570292,0.00188521,0.000599708,0.00148063
600,0.10069,0.000610166,0.00725492,0.000609583,0.00202196,0.000639833,0.00153783
600,0.0995659,0.000614417,0.00744954,0.000616666,0.00203696,0.000642125,0.00155283
600,0.100362,0.000577,0.00705004,0.000574416,0.001949,0.0006195,0.00149913
600,0.100262,0.000615958,0.00777283,0.000611334,0.00202479,0.000633917,0.00154313
600,0.100289,0.00063075,0.00733979,0.000633542,0.002053,0.000671667,0.00152642
600,0.0998609,0.000582042,0.00707346,0.000580542,0.001932,0.000632208,0.00146142
600,0.101091,0.000593875,0.00714146,0.000570458,0.00194325,0.000601792,0.00147483
600,0.100501,0.000605834,0.00725383,0.000605875,0.001994,0.000627292,0.00150629
600,0.100935,0.000592917,0.00720175,0.000603125,0.00197833,0.000669,0.00149775
600,0.100612,0.000639916,0.00720475,0.000633209,0.00207692,0.00066625,0.00151767
600,0.100006,0.000575625,0.00672475,0.000581625,0.00191413,0.000605209,0.00144392
600,0.100334,0.0005855,0.00718362,0.000586708,0.00194004,0.000608125,0.00147488
600,0.0998831,0.00063375,0.00724529,0.000626375,0.00207283,0.000650208,0.00152338
600,0.100568,0.000654917,0.00744292,0.000615,0.00203121,0.000641083,0.00151313
600,0.100022,0.000590417,0.00734008,0.000593042,0.0019555,0.000624083,0.00148475
600,0.0982749,0.000597417,0.00708725,0.000597792,0.00198492,0.000622292,0.00150792
600,0.0998998,0.000582125,0.00710971,0.00057975,0.00192408,0.000604791,0.0014795
600,0.0998553,0.000582625,0.00736012,0.000676208,0.00200267,0.000614833,0.00147754
600,0.10059,0.000583625,0.00687196,0.000597333,0.00192892,0.000593208,0.00146383
600,0.100406,0.000595875,0.00703225,0.000590959,0.0019955,0.00065575,0.00151521
600,0.100217,0.000657417,0.00742175,0.000649375,0.00213492,0.00065675,0.00155279
600,0.0993489,0.000564084,0.00694467,0.000592667,0.00191033,0.000637125,0.00146
600,0.0999666,0.000621334,0.00749921,0.000626791,0.00207238,0.000639084,0.00157125
600,0.0985865,0.000600125,0.00728317,0.000606417,0.00197883,0.000622042,0.00151912
600,0.100623,0.000595,0.00708292,0.000617125,0.00199633,0.000614375,0.001469
600,0.0994546,0.000607834,0.00734104,0.00066275,0.00204092,0.000622375,0.00153954
600,0.0998164,0.000608708,0.00716458,0.000604292,0.00202017,0.000626042,0.00152737
600,0.0995047,0.000589708,0.00721792,0.000592291,0.00196967,0.000617292,0.00151125
600,0.0994157,0.000598583,0.00715292,0.000600417,0.00199333,0.000624375,0.00147521
600,0.10005,0.000605417,0.00727592,0.000606417,0.00201063,0.000624791,0.00151246
600,0.0996939,0.000580333,0.00724046,0.000580917,0.00193438,0.000607917,0.00146742
600,0.0986255,0.000595958,0.00715067,0.000594209,0.00197021,0.000618333,0.00148754
600,0.100184,0.000596375,0.00702196,0.000597333,0.00197963,0.000629291,0.00148296
600,0.0986422,0.000595375,0.0071545,0.000592833,0.00197396,0.000625125,0.00148912
600,0.0996995,0.000583208,0.00702304,0.000570167,0.00189254,0.000598291,0.00145392
600,0.100885,0.000578875,0.00717125,0.000576291,0.00190262,0.000597708,0.00146446
600,0.100729,0.000600042,0.00739,0.000602667,0.00199362,0.000622709,0.00152
600,0.100885,0.000626042,0.0075045,0.000627041,0.00201067,0.000632,0.001543
600,0.100556,0.000604167,0.00699967,0.000599458,0.00199096,0.000630917,0.00152129
600,0.100378,0.000635125,0.00732262,0.000636916,0.00208021,0.000650666,0.00153892
600,0.0989594,0.000563917,0.00682308,0.000562375,0.00187292,0.000587375,0.00145
600,0.0998442,0.000565875,0.00707046,0.000577959,0.00189592,0.000585625,0.0014345
600,0.100512,0.000619083,0.0074785,0.000619917,0.00204983,0.000662292,0.00153304
600,0.100184,0.000593875,0.007085,0.000594791,0.0019675,0.00061925,0.00148133
600,0.0998998,0.000583417,0.00715612,0.000587709,0.00193933,0.000623709,0.00149983
600,0.100679,0.00058925,0.00740446,0.000592959,0.00195112,0.00061525,0.00149946
600,0.099744,0.000595041,0.00700267,0.000588416,0.00197346,0.000638458,0.00149021
600,0.09936,0.00059525,0.0069545,0.000613541,0.00201033,0.000618708,0.00147762
600,0.100473,0.000578125,0.00687846,0.00056675,0.00192446,0.000604083,0.00146129
600,0.101252,0.000613666,0.007461,0.000609959,0.00203742,0.000631125,0.00154529
600,0.0995492,0.000592833,0.00704971,0.000588083,0.00195762,0.0006145,0.00147937
600,0.100913,0.0005865,0.00749071,0.000626292,0.00212358,0.000684,0.00163154
600,0.100028,0.000651708,0.00777437,0.000654417,0.00212142,0.000679125,0.00159329
600,0.0998442,0.000654459,0.00780242,0.000665,0.00220508,0.000695709,0.00164138
600,0.100234,0.0006505,0.00782642,0.000655792,0.00219996,0.000689167,0.00166408
600,0.100846,0.000552542,0.00715208,0.000583125,0.00190804,0.000614083,0.0015035
600,0.100551,0.000644667,0.00770717,0.000652459,0.00215912,0.00066875,0.00161379
600,0.0989538,0.000686625,0.00807083,0.0006905,0.00234071,0.000719292,0.00170233
600,0.0992933,0.000634541,0.00775675,0.000661292,0.00213775,0.000671042,0.00161062
600,0.0995993,0.000665417,0.00766567,0.000678209,0.0022665,0.000702875,0.00169563
600,0.101102,0.000711458,0.00828529,0.000708291,0.00227804,0.000737708,0.00174508
600,0.10113,0.000626625,0.00741004,0.0006215,0.00208187,0.000649541,0.001581
600,0.10059,0.000665959,0.00785733,0.000656625,0.00216442,0.000694834,0.00167975
600,0.0989761,0.000610834,0.00723162,0.000575583,0.00193342,0.000608167,0.00152879
600,0.100913,0.000664,0.00799896,0.000665666,0.00219775,0.000689167,0.00162646
600,0.0999722,0.000612667,0.0073475,0.000613583,0.00202958,0.000641958,0.00159
600,0.0999666,0.000617,0.00766329,0.000613375,0.00207654,0.000627125,0.001582
600,0.0998887,0.0005675,0.006964,0.000573792,0.00188117,0.000573292,0.00144792
600,0.0998609,0.000647459,0.00779517,0.000621708,0.002138,0.000649375,0.00162771
600,0.0995715,0.000607333,0.00754313,0.000638916,0.0020675,0.000648375,0.00156037
600,0.0992543,0.000672834,0.00829942,0.000650459,0.00217767,0.000702792,0.00166654
600,0.100289,0.000660667,0.00791746,0.000662584,0.00217313,0.000686417,0.00164608
600,0.0997941,0.000623208,0.00762108,0.000607875,0.00210479,0.000648708,0.00157329
600,0.0997106,0.000652416,0.00801862,0.000682,0.00219483,0.000714709,0.00165746
600,0.0994157,0.00063275,0.0079085,0.000636,0.00209371,0.000671042,0.00165592
600,0.0990929,0.000664333,0.00793221,0.000657125,0.00226387,0.000687041,0.00167892
600,0.10064,0.000690708,0.00775613,0.000652542,0.00214525,0.0006765,0.00162154
600,0.0997941,0.000657375,0.00776529,0.000659375,0.00215583,0.000662959,0.00167696
600,0.0995047,0.000682,0.00794263,0.000673625,0.002237,0.000704833,0.00167046
600,0.101046,0.000694667,0.00811762,0.000686209,0.00226117,0.000711417,0.00169154
600,0.100401,0.000674166,0.00777733,0.000686708,0.00219908,0.000691417,0.00163737
600,0.100117,0.00063125,0.00789033,0.000627292,0.0021215,0.00069475,0.00164058
600,0.100033,0.000637125,0.00774746,0.000645458,0.00213783,0.000659542,0.00157637
600,0.100479,0.000668292,0.00780742,0.000678708,0.00224296,0.000699583,0.00162875
600,0.099744,0.000605959,0.00747833,0.000601125,0.0020295,0.000621875,0.00155258
600,0.0992877,0.000544291,0.00703621,0.000556417,0.00182908,0.000591834,0.00142988
600,0.100139,0.000615625,0.00762867,0.000654833,0.002114,0.000641667,0.00158562
600,0.0988481,0.000600083,0.00731621,0.000604209,0.00198263,0.000623209,0.00153875
600,0.100384,0.000634708,0.00756279,0.000637542,0.00209475,0.000661958,0.00157746
600,0.0994324,0.000644667,0.00767604,0.000632958,0.00214533,0.000658792,0.00159488
600,0.100106,0.000639333,0.00755821,0.000617417,0.00207538,0.000649875,0.00154821
600,0.0986366,0.000637292,0.00772454,0.000634292,0.00209192,0.000659042,0.00157371
600,0.099744,0.000653167,0.00773579,0.000649584,0.00215288,0.000675292,0.00160279
600,0.101057,0.000625292,0.00741913,0.000621875,0.00205071,0.000638458,0.00154787
600,0.0991041,0.000562083,0.00718521,0.000592292,0.00190392,0.000601375,0.00149946
600,0.100601,0.000635125,0.00760683,0.000636042,0.00209883,0.000675166,0.00158896
600,0.100634,0.000647667,0.00775662,0.000672334,0.00215604,0.000668708,0.00160858
600,0.0997774,0.000648791,0.00779083,0.00064925,0.00214467,0.000674208,0.00164887
600,0.098837,0.000654292,0.007512,0.0006515,0.00215054,0.000701,0.001624
600,0.101068,0.000623375,0.00752233,0.000616792,0.00204513,0.000642416,0.00156462
600,0.101675,0.000653875,0.00800704,0.00061475,0.002015,0.000643958,0.00152875
600,0.0999165,0.000633792,0.00780621,0.00067125,0.00215125,0.000710875,0.00157146
600,0.100378,0.000628459,0.00745704,0.000689583,0.00221404,0.000645625,0.00156113
600,0.100334,0.000718958,0.00756342,0.000637958,0.002107,0.000677959,0.00154067
600,0.0996661,0.000591791,0.00770342,0.000598583,0.00198596,0.000625833,0.00150738
600,0.10049,0.000618667,0.00728787,0.000618292,0.0020555,0.000661625,0.00156129
600,0.100245,0.000640709,0.00750425,0.000640083,0.00212229,0.000662167,0.00156025
600,0.100651,0.000617667,0.00757817,0.000629916,0.00207838,0.000643041,0.00157988
600,0.10044,0.000646875,0.00771538,0.000657041,0.00212192,0.000687542,0.00160379
600,0.0998998,0.00054825,0.00697979,0.000551,0.00181867,0.000577583,0.00144654
600,0.0989037,0.00059375,0.00719887,0.000587291,0.00196483,0.000620917,0.00146875
600,0.100824,0.0006415,0.00756825,0.0006835,0.00213246,0.000655166,0.00156688
600,0.0995437,0.000642791,0.00737708,0.000646833,0.00213233,0.000659583,0.00158538
600,0.100306,0.000697667,0.00785408,0.000684041,0.00222525,0.000708792,0.0015855
600,0.0997941,0.000589667,0.00722212,0.000615416,0.00198342,0.000624875,0.00151183
600,0.10153,0.000614042,0.007569,0.000613042,0.00204592,0.000651042,0.00152979
600,0.100668,0.000636,0.00736537,0.000622459,0.00206963,0.000654083,0.00158012
600,0.101191,0.000595042,0.00724996,0.00060975,0.00197258,0.00062025,0.00148204
600,0.100556,0.000630584,0.00775546,0.000651417,0.00215521,0.000696333,0.00164338
600,0.099872,0.000728416,0.0150135,0.000698083,0.00227554,0.000718042,0.00162083
600,0.100506,0.0006085,0.00754946,0.000613417,0.00207379,0.00067175,0.00144708
600,0.0992654,0.000667708,0.00773721,0.000601042,0.00211554,0.000738833,0.00163396
600,0.10005,0.000665083,0.00790608,0.000641958,0.0022545,0.000659084,0.00160617
600,0.0991708,0.00057675,0.00714804,0.000576542,0.0019135,0.000601875,0.00147896
600,0.10025,0.000615791,0.00743783,0.000615542,0.00203096,0.00064025,0.00154383
600,0.100612,0.000628375,0.00731529,0.000629958,0.00207125,0.000650042,0.00154458
600,0.099488,0.000578042,0.006931,0.000581125,0.00191817,0.000605,0.00146871
600,0.0995159,0.000607708,0.00725362,0.000613292,0.00203546,0.000636459,0.00152754
600,0.100128,0.000601958,0.00739363,0.000598,0.00198429,0.000627,0.0015355
600,0.0991486,0.000575667,0.00730042,0.000574125,0.00191867,0.000614834,0.00148429
600,0.0995938,0.000582291,0.00730021,0.000583708,0.00193896,0.000612958,0.00150667
